,ChannelID,messageid,issuerid
108,1172556372,3683,72
109,1203560567,75878,62
110,1280537383,140890,11
111,1136626166,18184,225
112,1075101206,14844,235
113,1203560567,236255,103
114,1197296889,17627,175
115,1075101206,3507,11
116,1271795466,3642,32
117,1203560567,7456,220
118,1188379274,1891,218
119,1197210433,12513,32
120,1203560567,106754,100
121,1125172232,33645,7
122,1197210433,16859,225
123,1215658351,8671,236
124,1152653774,1165,112
125,1280537383,32747,70
126,1203560567,226869,53
127,1063908560,10854,251
128,1136626166,48648,225
129,1203560567,244649,115
130,1203560567,34645,129
131,1197210433,1425,223
132,1203560567,48394,231
133,1565800335,1939,235
134,1239405989,5317,89
135,1203560567,237883,99
136,1347079925,13427,111
137,1203560567,19681,225
138,1239405989,5352,163
139,1172556372,1037,231
140,1203560567,235513,7
141,1480181440,6523,235
142,1038402501,56733,61
143,1075101206,2178,175
144,1203560567,111214,236
145,1041482399,9255,111
146,1203560567,26400,182
147,1203560567,26336,185
148,1203560567,108548,36
149,1063908560,2105,116
150,1075565753,42993,89
151,1203560567,232505,150
152,1136626166,474,7
153,1138794914,7002,195
154,1131897537,2738,160
155,1203560567,235434,32
156,1203560567,256019,223
157,1203560567,272476,236
158,1203560567,251160,99
159,1203560567,24749,32
160,1125172232,34766,225
161,1138794914,5005,149
162,1125172232,35789,236
163,1041482399,12201,99
164,1203560567,235961,215
165,1215658351,8659,127
166,1197210433,309,111
167,1203560567,27223,58
168,1125172232,27679,100
169,1199979298,5403,177
170,1239405989,6776,185
171,1418181070,3300,235
172,1300011741,17329,157
173,1265642153,9835,112
174,1063908560,4594,26
175,1075101206,2489,89
176,1197210433,16951,187
177,1203560567,243694,157
178,1351339368,6082,230
179,1366793743,9735,228
180,1075101206,3507,163
181,1203560567,47415,150
182,1498564557,2503,111
183,1197296889,18866,163
184,1300011741,17391,163
185,1063908560,9689,163
186,1136626166,4313,7
187,1480181440,340,11
188,1203560567,2278,111
189,1203560567,7868,150
190,1197210433,20588,187
191,1075101206,14844,126
192,1203560567,234904,103
193,1351339368,5797,230
194,1203560567,12204,225
195,1001029560,14612,228
196,1125172232,26781,228
197,1041482399,10829,228
198,1203560567,254572,236
199,1271795466,3289,7
200,1203560567,13742,4
201,1203560567,52261,228
202,1075101206,14871,150
203,1308785417,26847,235
204,1308785417,33280,47
205,1136626166,36887,223
206,1172556372,777,32
207,1221575601,4970,215
208,1239405989,6167,112
209,1050820672,229109,142
210,1160971567,2922,223
211,1203560567,259952,7
212,1125172232,16266,48
213,1203560567,21578,228
214,1075101206,5332,225
215,1203560567,90964,99
216,1203560567,99359,221
217,1229197937,2849,26
218,1351339368,5441,150
219,1075565753,43648,160
220,1203560567,254610,150
221,1326656811,1841,32
222,1075101206,14855,231
223,1203560567,236374,26
224,1050820672,235431,112
225,1197210433,11764,225
226,1199979298,8734,11
227,1138794914,7322,103
228,1197210433,20545,58
229,1203560567,234548,100
230,1203560567,276909,7
231,1215658351,7511,163
232,1203560567,59001,190
233,1075101206,4697,115
234,1006112008,19350,91
235,1197296889,4772,12
236,1063908560,6214,187
237,1131897537,2323,235
238,1199979298,20885,74
239,1239405989,4857,47
240,1075101206,7722,141
241,1075565753,43494,112
242,1197210433,48078,230
243,1003921752,61074,7
244,1326656811,1935,88
245,1203560567,17774,58
246,1041482399,9938,7
247,1160971567,2974,220
248,1373518643,9191,90
249,1351339368,5634,251
250,1203560567,112974,7
251,1197296889,16638,116
252,1063908560,1540,142
253,1480181440,423,11
254,1075101206,3549,228
255,1197210433,777,186
256,1066174394,6870,225
257,1265642153,6185,112
258,1063908560,7002,187
259,1351339368,6446,254
260,1325345355,3708,142
261,1239405989,5363,116
262,1203560567,99011,225
263,1203560567,7323,91
264,1197210433,4907,4
265,1066174394,4156,7
266,1215658351,7476,241
267,1239405989,5177,32
268,1160971567,3394,111
269,1197210433,53055,111
270,1336381049,7437,236
271,1203560567,14482,48
272,1203560567,6315,89
273,1107922757,9235,58
274,1203560567,21455,111
275,1265642153,10540,235
276,1197210433,5478,57
277,1219484576,4834,157
278,1219484576,4230,7
279,1075565753,42038,11
280,1418181070,4799,236
281,1239405989,5027,103
282,1075101206,3507,57
283,1418461987,28,157
284,1203560567,28181,53
285,1203560567,257087,228
286,1203560567,245123,237
287,1351339368,7203,265
288,1239405989,6798,57
289,1203560567,35294,47
290,1197210433,17347,32
291,1197210433,57419,11
292,1075565753,43666,53
293,1203560567,277644,100
294,1075565753,30385,225
295,1075101206,6737,227
296,1197296889,20336,149
297,1351339368,7103,4
298,1075565753,31543,187
299,1373518643,2143,111
300,1197210433,24677,36
301,1197210433,55380,163
302,1239405989,6789,218
303,1203560567,230602,223
304,1203560567,38675,150
305,1203560567,266050,163
306,1498564557,6742,72
307,1203560567,106301,218
308,1203560567,10308,89
309,1075101206,4547,186
310,1203560567,69931,111
311,1300011741,10824,141
312,1168461049,4491,230
313,1370203419,10363,111
314,1203560567,276590,149
315,1203560567,446,32
316,1347079925,632,177
317,1203560567,62564,197
318,1239405989,4586,204
319,1063908560,10030,142
320,1001029560,15718,99
321,1197210433,22837,225
322,1203560567,250935,237
323,1203560567,274061,152
324,1351339368,777,177
325,1203560567,15680,190
326,1125172232,15439,7
327,1172929577,1296,103
328,1197296889,20491,150
329,1215658351,6984,100
330,1203560567,3060,158
331,1203560567,236709,112
332,1239405989,6655,271
333,1868097154,1970,265
334,1063908560,10023,231
335,1203560567,238098,58
336,1075101206,7251,11
337,1075101206,2887,48
338,1498564557,7640,4
339,1197210433,47449,150
340,1063908560,9724,254
341,1239405989,5819,116
342,1203560567,45387,116
343,1125172232,14457,11
344,1197210433,14939,223
345,1239405989,4563,116
346,1203560567,247000,236
347,1197210433,57576,266
348,1239405989,5356,36
349,1172929577,1696,236
350,1351339368,5548,90
351,1300011741,6784,142
352,1203560567,30244,7
353,1006112008,15908,187
354,1203560567,1775,100
355,1197210433,9323,116
356,1197210433,22392,115
357,1239405989,5191,209
358,1197210433,16336,204
359,1001029560,6751,62
360,1203560567,245217,7
361,1075101206,3031,7
362,1136626166,7822,70
363,1006112008,17685,48
364,1125172232,35905,150
365,1203560567,33929,7
366,1239405989,6766,7
367,1351339368,6534,237
368,1197210433,58794,103
369,1160971567,2951,115
370,1197210433,571,112
371,1203560567,49538,185
372,1203560567,100182,48
373,1203560567,95268,26
374,1203560567,54592,190
375,1203560567,267214,112
376,1498564557,7101,127
377,1001029560,16961,175
378,1075101206,3837,100
379,1271795466,7032,2
380,1498564557,7000,111
381,1351339368,5420,33
382,1203560567,272563,152
383,1300011741,6242,150
384,1239071502,237,53
385,1203560567,235762,224
386,1203560567,10157,47
387,1326656811,1052,11
388,1075101206,4043,62
389,1063908560,10076,186
390,1203560567,236380,56
391,1063908560,3598,7
392,1203560567,55915,99
393,1197210433,17818,53
394,1063908560,4594,89
395,1075101206,4867,48
396,1203560567,34848,116
397,1131897537,2528,47
398,1203560567,3037,4
399,1197210433,51802,177
400,1203560567,276729,265
401,1197210433,10296,150
402,1203560567,76617,103
403,1480181440,823,204
404,1326656811,1019,186
405,1075101206,6319,141
406,1197210433,22074,32
407,1239405989,4696,185
408,1221575601,5094,230
409,1203560567,240206,26
410,1197210433,9423,99
411,1041482399,8593,163
412,1197296889,5345,36
413,1203560567,242615,128
414,1197296889,17479,254
415,1351339368,6414,218
416,1197210433,51100,112
417,1239405989,4983,219
418,1197210433,47910,228
419,1197210433,1990,197
420,1075101206,1720,152
421,1131897537,624,7
422,1239405989,4972,160
423,1565800335,1664,58
424,1203560567,32673,7
425,1197210433,22657,111
426,1197210433,22871,163
427,1480922328,4850,90
428,1197296889,17144,231
429,1366793743,12524,150
430,1203560567,232263,150
431,1203560567,15417,182
432,1273481348,3007,225
433,1197210433,53625,157
434,1219484576,3569,152
435,1203560567,246129,79
436,1075101206,14852,150
437,1197210433,12186,47
438,1075101206,4529,47
439,1197210433,4256,158
440,1203560567,88704,62
441,1075101206,4049,112
442,1075565753,42418,163
443,1197210433,58513,265
444,1075565753,33409,127
445,1075101206,5724,231
446,1075101206,3763,231
447,1326656811,6,187
448,1271795466,8699,177
449,1203560567,235424,100
450,1203560567,4230,163
451,1197210433,22636,103
452,1197296889,17533,56
453,1131897537,2521,90
454,1347079925,875,115
455,1203560567,235961,152
456,1075101206,14643,187
457,1197210433,57583,266
458,1125172232,26637,149
459,1239405989,5311,56
460,1351339368,6166,231
461,1063908560,9805,160
462,1308785417,39354,33
463,1265642153,9984,223
464,1197210433,14798,199
465,1197210433,10462,227
466,1197210433,2168,48
467,1203560567,7239,24
468,1124914483,557,100
469,1203560567,228587,235
470,1063908560,11069,241
471,1366793743,9929,150
472,1197296889,16691,220
473,1001029560,15648,115
474,1239405989,5091,103
475,1480181440,572,225
476,1203560567,19562,7
477,1125172232,22851,7
478,1203560567,144566,228
479,1203560567,243240,223
480,1239405989,5651,111
481,1300011741,8153,204
482,1203560567,48766,150
483,1125172232,8907,33
484,1125172232,19559,231
485,1136626166,15325,111
486,1197210433,22454,187
487,1197210433,24451,4
488,1203560567,224197,235
489,1351339368,5409,220
490,1063908560,4498,225
491,1197210433,1409,26
492,1075101206,16398,56
493,1300011741,18995,142
494,1075101206,6307,141
495,1239405989,4983,7
496,1203560567,273827,116
497,1280537383,69565,227
498,1203560567,41702,7
499,1187098819,339,177
500,1308785417,38554,111
501,1203560567,249300,255
502,1203560567,232251,150
503,1203560567,232164,231
504,1370807683,456,103
505,1351339368,1346,7
506,1565800335,2187,265
507,1239405989,4615,236
508,1075101206,14840,150
509,1480922328,5477,53
510,1197296889,16978,231
511,1203560567,237593,53
512,1197210433,49626,187
513,1075101206,4238,111
514,1366793743,12612,236
515,1134400443,3714,7
516,1075101206,5199,53
517,1197210433,21392,103
518,1203560567,243570,99
519,1001029560,14721,36
520,1239405989,5971,142
521,1203560567,266614,153
522,1203560567,238133,223
523,1172556372,3647,103
524,1203560567,621,11
525,1203560567,7606,103
526,1197210433,10602,115
527,1203560567,21277,111
528,1199979298,14163,36
529,1066174394,6267,225
530,1197210433,52543,89
531,1351339368,6516,175
532,1565800335,1911,227
533,1131897537,2494,112
534,1347079925,12972,112
535,1229197937,28,89
536,1203560567,10274,231
537,1203560567,122796,236
538,1075101206,14310,112
539,1001029560,17034,100
540,1203560567,38250,90
541,1125172232,21340,149
542,1197296889,6577,36
543,1203560567,271511,129
544,1351339368,6466,152
545,1325345355,4865,100
546,1215658351,8659,236
547,1189638050,5753,127
548,1203560567,241190,136
549,1203560567,108656,129
550,1203560567,562,103
551,1197210433,17722,112
552,1351339368,7262,4
553,1265642153,10195,111
554,1036240821,82148,236
555,1136626166,36487,150
556,1203560567,236888,36
557,1480181440,170,58
558,1203560567,8457,47
559,1203560567,10634,150
560,1203560567,85151,175
561,1203560567,139864,112
562,1075101206,8669,89
563,1351339368,5939,26
564,1203560567,140938,53
565,1172556372,697,7
566,1075101206,15073,90
567,1197210433,47481,157
568,1203560567,273492,273
569,1203560567,234083,215
570,1203560567,17613,7
571,1203560567,63579,187
572,1075101206,14656,11
573,1075101206,15554,112
574,1155666448,562,99
575,1197296889,19631,115
576,1136626166,11147,11
577,1203560567,248458,53
578,1001029560,14243,241
579,1203560567,239683,111
580,1203560567,110568,236
581,1203560567,126733,150
582,1480922328,4690,152
583,1203560567,59191,7
584,1326656811,1673,7
585,1138794914,5497,227
586,1203560567,10976,4
587,1351339368,1683,7
588,1203560567,103464,112
589,1189638050,5306,126
590,1351339368,5747,204
591,1203560567,2108,175
592,1197210433,15273,62
593,1197210433,21381,227
594,1197210433,24156,112
595,1203560567,236291,72
596,1197296889,16351,228
597,1203560567,110877,116
598,1351339368,1695,7
599,0,4,25
600,1239405989,5983,142
601,1197210433,57417,266
602,1197210433,1033,111
603,1001029560,2381,24
604,1125172232,46651,225
605,1300011741,2762,53
606,1138794914,790,48
607,1203560567,19573,175
608,1300011741,2160,103
609,1136626166,7996,2
610,1131897537,1136,218
611,1197210433,57459,99
612,1066174394,6729,12
613,1239405989,4596,90
614,1063908560,10001,127
615,1239405989,5619,150
616,1001029560,6762,230
617,1203560567,25037,116
618,1203560567,97291,32
619,1197210433,23601,90
620,1075101206,10293,112
621,1351339368,6391,36
622,1203560567,245725,127
623,1228933667,319,53
624,1203560567,49466,141
625,1498564557,7574,185
626,1239405989,5380,22
627,1203560567,108462,227
628,1172556372,4429,227
629,1239405989,4937,89
630,1203560567,236597,163
631,1203560567,60150,112
632,1228933667,4697,7
633,1197210433,4137,112
634,1172556372,516,141
635,1239405989,4585,111
636,1203560567,243646,142
637,1411960688,4286,103
638,1203560567,256884,175
639,1203560567,250971,57
640,1265642153,11277,7
641,1300011741,17325,241
642,1197210433,1793,177
643,1197210433,181,163
644,1474421383,445,225
645,1197210433,22903,150
646,1203560567,253729,230
647,1066174394,11440,33
648,1099860397,71065,7
649,1203560567,57063,112
650,1197210433,14306,230
651,1203560567,68004,109
652,1203560567,20536,111
653,1131897537,881,62
654,1203560567,79327,4
655,1203560567,80633,129
656,1498564557,7478,258
657,1203560567,255711,175
658,1203560567,242521,235
659,1203560567,46959,104
660,1229197937,1036,62
661,1197210433,15717,228
662,1351339368,7205,273
663,1001029560,16886,99
664,1001029560,16990,4
665,1063908560,10090,220
666,1197210433,47069,150
667,1099860397,71249,100
668,1075101206,4736,33
669,1239405989,6614,150
670,1063908560,10066,111
671,1351339368,6454,89
672,1172556372,3522,127
673,1063908560,10635,236
674,1160971567,3037,90
675,1203560567,105722,141
676,1203560567,93908,221
677,1239405989,6461,163
678,1557052991,13631,150
679,1480181440,340,197
680,1041482399,9582,7
681,1075101206,4751,197
682,1066174394,6303,11
683,1036240821,80379,230
684,1351339368,5705,33
685,1203560567,42416,204
686,1203560567,70788,48
687,1203560567,16599,190
688,1197210433,14235,230
689,1203560567,125243,157
690,1203560567,265350,175
691,1336381049,6119,230
692,1197210433,49880,127
693,1197296889,17491,111
694,1063908560,4701,26
695,1197210433,23457,111
696,1239405989,5476,175
697,1265642153,11145,223
698,1197210433,49978,56
699,1351339368,5900,254
700,1203560567,9786,175
701,1203560567,1797,112
702,1203560567,6328,225
703,1203560567,21444,115
704,1203560567,30374,72
705,1197296889,2251,7
706,1351339368,6454,152
707,1239405989,4793,7
708,1136626166,384,7
709,1160971567,839,90
710,1131897537,1619,116
711,1099860397,87412,223
712,1239405989,5089,235
713,1197210433,53744,163
714,1203560567,48677,57
715,1203560567,9348,25
716,1203560567,1474,26
717,1199979298,11393,177
718,1066174394,6131,90
719,1203560567,237128,185
720,1239405989,5616,126
721,1160971567,3307,175
722,1063908560,11891,236
723,1063908560,10741,175
724,1557052991,6928,235
725,1480181440,965,152
726,1203560567,3230,111
727,1300011741,10461,150
728,1351339368,6082,127
729,1351339368,7238,221
730,1239405989,4867,185
731,1300011741,17316,150
732,1197210433,10682,120
733,1203560567,17389,32
734,1001029560,17004,227
735,1197296889,20389,236
736,1203560567,9278,32
737,1075101206,7905,58
738,1203560567,267238,61
739,1203560567,254098,231
740,1160971567,2903,100
741,1197210433,58760,36
742,1176102307,4362,225
743,1063908560,10961,25
744,1203560567,31557,7
745,1125172232,20802,7
746,1075101206,8951,197
747,1308785417,38294,241
748,1197210433,58540,103
749,1203560567,8656,32
750,1203560567,9929,7
751,1125172232,13636,7
752,1351339368,5432,185
753,1203560567,253822,7
754,1351339368,7090,160
755,1239405989,5920,112
756,1273481348,728,2
757,1136626166,37629,7
758,1131897537,2718,273
759,1075101206,6585,230
760,1203560567,110606,230
761,1075565753,29471,225
762,1075565753,33273,152
763,1199979298,2499,2
764,1203560567,106270,109
765,1203560567,97,152
766,1203560567,59970,141
767,1228933667,3037,141
768,1197210433,7051,53
769,1228933667,4539,103
770,1197296889,4357,7
771,1063908560,6966,112
772,1125172232,46043,236
773,1308785417,39500,57
774,1203560567,82140,11
775,1351339368,2490,7
776,1308785417,40040,90
777,1203560567,61116,163
778,1099860397,72803,7
779,1197210433,52556,56
780,1203560567,266945,223
781,1197210433,57460,152
782,1300011741,18326,111
783,1041482399,9028,26
784,1125172232,2646,7
785,1099860397,87641,230
786,1203560567,11249,4
787,1271795466,2757,7
788,1197210433,3454,150
789,1197210433,17860,221
790,1203560567,251660,255
791,1239405989,6794,227
792,1565800335,2071,251
793,1075565753,39662,112
794,1271795466,2786,182
795,1131897537,982,58
796,1168461049,4314,11
797,1075101206,4827,57
798,1075101206,14505,204
799,1203560567,15434,48
800,1203560567,62868,74
801,1203560567,368,187
802,1366793743,12612,150
803,1351339368,7230,100
804,1075565753,33467,48
805,1197210433,58754,89
806,1203560567,234527,112
807,1041482399,8501,72
808,1300011741,2958,112
809,1107922757,289,175
810,1239405989,4746,225
811,1265642153,9753,225
812,1203560567,18556,108
813,1203560567,34265,100
814,1063908560,179,27
815,1480181440,96,26
816,1124914483,4389,103
817,1498564557,6587,160
818,1203560567,86870,32
819,1252550556,401,225
820,1203560567,3401,48
821,1197296889,19612,241
822,1239405989,5476,235
823,1203560567,241058,186
824,1189638050,4913,99
825,1203560567,66309,218
826,1203560567,48675,112
827,1075101206,6570,129
828,1203560567,16140,89
829,1197210433,17683,231
830,1063908560,11913,251
831,1351339368,5958,235
832,1203560567,250461,26
833,1197210433,2915,150
834,1138794914,5940,11
835,1203560567,49510,111
836,1203560567,48747,190
837,1480181440,6659,230
838,1203560567,229002,103
839,1203560567,265581,4
840,1203560567,99099,225
841,1203560567,9732,27
842,1197210433,17662,177
843,1063908560,7211,187
844,1075101206,14765,111
845,1203560567,264912,36
846,1203560567,46186,72
847,1197210433,21277,33
848,1203560567,129809,149
849,1063908560,9298,230
850,1557052991,13514,149
851,1136626166,48595,230
852,1197296889,19862,236
853,1075101206,14691,56
854,1075101206,7605,163
855,1203560567,108211,142
856,1138794914,6585,56
857,1203560567,135527,227
858,1066174394,7558,7
859,1203560567,245032,236
860,1203560567,250719,157
861,1351339368,1797,7
862,1197210433,21052,111
863,1197210433,22585,7
864,1197296889,18696,47
865,1203560567,239909,103
866,1075101206,3003,228
867,1063908560,4397,26
868,1203560567,1778,218
869,1075101206,2066,103
870,1411960688,4404,111
871,1203560567,238246,116
872,1239405989,5977,175
873,1075565753,31971,225
874,1351339368,1714,7
875,1197210433,15350,26
876,1107922757,5888,7
877,1336381049,6126,230
878,1557052991,9139,127
879,1138794914,2089,11
880,1001029560,7645,224
881,1066174394,7475,7
882,1498564557,6545,112
883,1131897537,2283,204
884,1203560567,276429,149
885,1203560567,276476,103
886,1075101206,4554,11
887,1125172232,9524,7
888,1124914483,4371,4
889,1308785417,38573,111
890,1155666448,674,111
891,1066174394,10794,150
892,1203560567,173,112
893,1203560567,86265,24
894,1125172232,10780,7
895,1203560567,2600,7
896,1138794914,8270,100
897,1203560567,150999,11
898,1300011741,17502,111
899,1038402501,48499,228
900,1001029560,12830,235
901,1138794914,6326,7
902,1419787159,4339,115
903,1203560567,60606,115
904,1197210433,19695,149
905,1239405989,4891,231
906,1498564557,7108,127
907,1351339368,6456,220
908,1351339368,5362,89
909,1203560567,118574,58
910,1203560567,9667,89
911,1203560567,144663,7
912,1197210433,56879,127
913,1308785417,30550,56
914,1239405989,5127,215
915,1075101206,14840,227
916,1300011741,1547,111
917,1203560567,91081,197
918,1203560567,110826,26
919,1075565753,42232,116
920,1125172232,13973,227
921,1075101206,4876,53
922,1038402501,61097,36
923,1517821202,2212,236
924,1480181440,5790,150
925,1075101206,1805,26
926,1203560567,17854,163
927,1197210433,16937,47
928,1203560567,138597,99
929,1160971567,1079,116
930,1203560567,274779,236
931,1351339368,5739,220
932,1197210433,21562,36
933,1239405989,4890,230
934,1203560567,4115,70
935,1480181440,216,22
936,1125172232,16452,89
937,1136626166,12345,7
938,1124914483,1218,7
939,1347079925,13561,160
940,1001029560,5711,62
941,1203560567,21911,120
942,1273481348,5132,236
943,1125172232,19611,228
944,1199979298,11355,177
945,1351339368,7022,230
946,1239405989,4668,254
947,1203560567,236576,241
948,1326656811,1658,89
949,1107922757,8929,236
950,1239405989,5377,24
951,1239405989,5212,57
952,1199979298,8923,236
953,1203560567,54506,175
954,1199979298,21375,204
955,1347079925,1140,48
956,1041482399,8981,227
957,1197210433,19961,115
958,1197210433,48298,129
959,1239405989,4774,150
960,1480181440,5426,89
961,0,0,26
962,1075565753,36321,160
963,1203560567,94999,48
964,1136626166,3538,89
965,1239405989,6693,88
966,1203560567,243900,142
967,1203560567,22474,229
968,1203560567,69565,225
969,1203560567,133510,74
970,1320489152,2537,225
971,1480922328,4430,116
972,1203560567,47226,11
973,1351339368,6025,47
974,1063908560,9667,48
975,1498564557,6984,235
976,1136626166,5277,7
977,1063908560,10668,127
978,1565800335,1485,160
979,1351339368,5773,224
980,1203560567,235961,175
981,1203560567,21770,7
982,1134400443,1213,112
983,1125172232,35460,100
984,1203560567,54313,74
985,1203560567,78726,32
986,1197210433,19795,115
987,1351339368,5385,157
988,1136626166,47353,221
989,1197296889,19719,241
990,1203560567,9359,104
991,1197210433,1800,11
992,1041482399,10279,89
993,1107922757,18811,187
994,1172556372,3436,255
995,1480181440,1631,228
996,1197296889,19601,99
997,1197210433,22275,11
998,1203560567,232286,129
999,1197210433,53233,228
1000,1300011741,17568,219
1001,1075101206,4687,223
1002,1203560567,11068,112
1003,1231496859,2997,116
1004,1300011741,18870,223
1005,1203560567,235961,112
1006,1239405989,5657,227
1007,1203560567,226189,115
1008,1203560567,243731,150
1009,1203560567,114187,227
1010,1203560567,2024,11
1011,1075101206,3591,141
1012,1351339368,6532,163
1013,1197210433,51003,230
1014,1075565753,36714,127
1015,1239405989,6244,116
1016,1197296889,16983,160
1017,1203560567,239050,12
1018,1203560567,238367,236
1019,1203560567,235418,150
1020,1203560567,13735,90
1021,1124914483,57,7
1022,1197210433,20539,231
1023,1075101206,7785,48
1024,1197210433,22818,142
1025,1075565753,31025,115
1026,1203560567,253291,89
1027,1063908560,10627,126
1028,1197210433,55879,261
1029,1075565753,43743,163
1030,1336381049,6570,230
1031,1136626166,37880,158
1032,1203560567,32685,53
1033,1203560567,139443,197
1034,1063908560,5902,103
1035,1197210433,55010,115
1036,1168461049,4595,241
1037,1203560567,11825,100
1038,1336381049,7192,230
1039,1498564557,6768,152
1040,1203560567,99093,32
1041,1075101206,5267,115
1042,1197210433,8178,132
1043,1197296889,2566,26
1044,1001029560,13765,223
1045,1125172232,36370,32
1046,1075565753,43214,152
1047,1203560567,235961,218
1048,1197296889,14186,235
1049,1124914483,4319,236
1050,1203560567,246132,48
1051,1203560567,234083,112
1052,1203560567,22487,7
1053,1203560567,120014,108
1054,1124914483,786,7
1055,1265642153,7022,225
1056,1203560567,275903,160
1057,1160971567,4065,150
1058,1168461049,4310,26
1059,1203560567,232009,236
1060,1125172232,6201,48
1061,1320489152,2190,90
1062,1203560567,273630,265
1063,1239405989,572,199
1064,1075101206,6039,187
1065,1203560567,121077,7
1066,1203560567,141030,227
1067,1265642153,11347,163
1068,1203560567,114910,177
1069,1199979298,12794,103
1070,1197210433,50175,56
1071,1203560567,271512,4
1072,1136626166,49609,7
1073,1075101206,16340,175
1074,1228933667,2689,231
1075,1203560567,2666,175
1076,1075101206,4484,7
1077,1203560567,235577,90
1078,1480181440,6688,265
1079,1326656811,1800,11
1080,1300011741,2723,89
1081,1229197937,2849,152
1082,1265642153,5215,225
1083,1168461049,3411,7
1084,1239405989,6174,112
1085,1203560567,40876,185
1086,1131467589,417,53
1087,1239405989,5709,227
1088,1197210433,13016,229
1089,1203560567,9960,47
1090,1203560567,135781,24
1091,1131897537,2324,33
1092,1239405989,6845,231
1093,1239405989,6690,236
1094,1203560567,8503,48
1095,1197296889,1945,7
1096,1734623470,3760,89
1097,1203560567,9296,111
1098,1203560567,57211,7
1099,1075565753,37768,127
1100,1203560567,234467,223
1101,1075101206,14951,72
1102,1075101206,8209,230
1103,1203560567,150856,142
1104,1565800335,2220,236
1105,1125172232,11336,228
1106,1203560567,100477,26
1107,1271795466,8817,56
1108,1197210433,57779,236
1109,1300011741,19001,112
1110,1197210433,55924,112
1111,1239405989,5471,186
1112,1041482399,11747,230
1113,1203560567,235018,223
1114,1203560567,3779,100
1115,1239405989,4967,231
1116,1300011741,17798,4
1117,1197210433,8970,11
1118,1203560567,15790,62
1119,1203560567,90442,225
1120,1168461049,3312,111
1121,1351339368,7270,90
1122,1197210433,24126,53
1123,1565800335,1664,12
1124,1203560567,272971,269
1125,1300011741,17463,187
1126,1203560567,51565,7
1127,1075101206,3963,223
1128,1203560567,52632,223
1129,1075565753,43477,163
1130,1197210433,53056,241
1131,1203560567,274099,152
1132,1326656811,1381,7
1133,1203560567,91935,53
1134,1075101206,15251,236
1135,1203560567,244666,230
1136,1203560567,235489,184
1137,1351339368,6363,231
1138,1203560567,240309,236
1139,1300011741,19053,163
1140,1239405989,4857,7
1141,1203560567,88293,33
1142,1125172232,8930,227
1143,1066174394,6871,26
1144,1001029560,14279,230
1145,1239405989,6644,152
1146,1125172232,24873,149
1147,1075101206,753,111
1148,1075101206,4827,197
1149,1300011741,18201,115
1150,1203560567,56133,7
1151,1197210433,2150,58
1152,1001029560,6844,57
1153,1203560567,1315,175
1154,1066174394,8106,32
1155,1075101206,4940,7
