,MessageID,ChannelID,issuerid,SentimentScore
77,237370,1203560567,236,4
78,239228,1203560567,100,3
79,238895,1203560567,100,2
80,238821,1203560567,100,4
81,10026,1366793743,236,3
82,49676,1038402501,236,3
83,31917,1075565753,100,3
84,72805,1099860397,100,4
85,31876,1075565753,100,3
86,13684,1001029560,100,5
87,238875,1203560567,116,2
88,16947,1107922757,116,2
89,1485,1565800335,115,4
90,239006,1203560567,115,3
91,3002,1160971567,204,3
92,4965,1239405989,115,4
93,3623,1172556372,115,4
94,14840,1075101206,235,3
95,5853,1351339368,235,3
96,238843,1203560567,115,4
97,236411,1203560567,204,4
98,236107,1203560567,204,4
99,5807,1480181440,115,4
100,238750,1203560567,115,4
101,5860,1351339368,241,4
102,1325,1252550556,236,4
103,21047,1199979298,42,4
104,10584,1066174394,42,2
105,14840,1075101206,228,3
106,5889,1351339368,42,5
107,3814,1219484576,42,4
108,9798,1063908560,129,2
109,4974,1221575601,42,2
110,4854,1239405989,204,4
111,238829,1203560567,42,2
112,9724,1063908560,236,3
113,36228,1136626166,236,3
114,71878,1099860397,236,2
115,5918,1351339368,230,4
116,2976,1160971567,204,3
117,29015,1308785417,236,5
118,2974,1160971567,204,3
119,5811,1351339368,236,5
120,4849,1239405989,204,2
121,9890,1265642153,236,4
122,21060,1199979298,230,3
123,9845,1063908560,230,4
124,6545,1498564557,112,3
125,3542,1160971567,225,3
126,236827,1203560567,185,3
127,2994,1160971567,185,3
128,4846,1239405989,204,3
129,239611,1203560567,127,3
130,237128,1203560567,185,3
131,6582,1498564557,127,5
132,31917,1075565753,127,3
133,4843,1239405989,204,3
134,9726,1063908560,185,4
135,2970,1160971567,204,3
136,9721,1063908560,185,3
137,3324,1124914483,185,3
138,235555,1203560567,204,3
139,1485,1565800335,127,5
140,4310,1168461049,204,3
141,4888,1239405989,185,3
142,2242,1131897537,185,3
143,236709,1203560567,112,4
144,236569,1203560567,112,4
145,1485,1565800335,127,4
146,235805,1203560567,209,3
147,9752,1063908560,112,4
148,1380,1172929577,112,3
149,31543,1075565753,112,3
150,236354,1203560567,152,4
151,235961,1203560567,152,3
152,3021,1160971567,112,3
153,6575,1498564557,127,5
154,4916,1239405989,112,2
155,4334,1168461049,112,4
156,9834,1063908560,127,4
157,235511,1203560567,186,3
158,6564,1498564557,127,5
159,235826,1203560567,53,3
160,13580,1347079925,112,4
161,6561,1498564557,127,5
162,15797,1197296889,235,2
163,235684,1203560567,53,3
164,9726,1063908560,112,4
165,235677,1203560567,53,3
166,235376,1203560567,53,4
167,239418,1203560567,129,2
168,239257,1203560567,129,3
169,14778,1075101206,112,4
170,31407,1075565753,112,3
171,29017,1308785417,112,4
172,15553,1197296889,112,3
173,237501,1203560567,223,3
174,29045,1308785417,223,4
175,7246,1215658351,7,3
176,235691,1203560567,53,4
177,33252,1075565753,225,3
178,255263,1203560567,111,4
179,5648,1239405989,111,4
180,4696,1239405989,185,2
181,4695,1239405989,185,3
182,3647,1219484576,185,2
183,4685,1239405989,185,2
184,236069,1203560567,100,3
185,235692,1203560567,100,4
186,46950,1197210433,185,2
187,15788,1075101206,111,3
188,4679,1239405989,185,3
189,14505,1075101206,185,3
190,4722,1239405989,127,4
191,17600,1197296889,111,3
192,3504,1160971567,111,4
193,3531,1172556372,90,2
194,237989,1203560567,236,4
195,6483,1351339368,111,5
196,6478,1351339368,111,3
197,233447,1203560567,90,4
198,50226,1197210433,223,3
199,6478,1351339368,111,5
200,233393,1203560567,36,4
201,1848,1320489152,36,4
202,6517,1498564557,236,4
203,4733,1239405989,36,4
204,52792,1197210433,111,4
205,4729,1239405989,36,4
206,3957,1172556372,111,2
207,40967,1136626166,231,3
208,235826,1203560567,33,3
209,4728,1239405989,36,4
210,15780,1075101206,111,4
211,15779,1075101206,111,4
212,2910,1160971567,36,4
213,15778,1075101206,111,4
214,9662,1063908560,11,2
215,232828,1203560567,36,3
216,255099,1203560567,111,4
217,52758,1197210433,111,3
218,254977,1203560567,111,3
219,13267,1001029560,36,3
220,4416,1219484576,90,3
221,3663,1219484576,36,3
222,6483,1351339368,90,5
223,245217,1203560567,7,3
224,5646,1239405989,90,2
225,5645,1239405989,90,5
226,9990,1063908560,235,3
227,245093,1203560567,7,2
228,6476,1351339368,90,5
229,3955,1172556372,90,2
230,255089,1203560567,90,2
231,6466,1351339368,90,4
232,4856,1239405989,204,3
233,6454,1351339368,90,5
234,6100,1351339368,236,5
235,15251,1075101206,236,4
236,14114,1001029560,111,3
237,232602,1203560567,36,4
238,18138,1300011741,90,5
239,2461,1131897537,90,4
240,242367,1203560567,129,4
241,245451,1203560567,22,4
242,14539,1075101206,36,4
243,3737,1219484576,204,2
244,10161,1063908560,24,1
245,14264,1075101206,236,4
246,232462,1203560567,36,4
247,6454,1351339368,89,3
248,3520,1172556372,241,4
249,36128,1075565753,89,3
250,36124,1075565753,89,3
251,47301,1197210433,241,3
252,4847,1239405989,204,3
253,233256,1203560567,241,3
254,47246,1197210433,241,3
255,233061,1203560567,241,3
256,6454,1351339368,103,3
257,4734,1239405989,241,3
258,242066,1203560567,129,3
259,254750,1203560567,103,3
260,10076,1063908560,186,2
261,5760,1351339368,36,4
262,15046,1197296889,254,3
263,232485,1203560567,254,3
264,5576,1351339368,254,3
265,50235,1197210433,32,3
266,243069,1203560567,142,4
267,15151,1197296889,103,3
268,15192,1075101206,186,2
269,17343,1300011741,103,2
270,15086,1197296889,103,2
271,52729,1197210433,116,3
272,6466,1351339368,116,4
273,3662,1219484576,103,4
274,4401,1168461049,11,2
275,5625,1239405989,115,4
276,6451,1351339368,115,4
277,10638,1063908560,115,4
278,235499,1203560567,209,3
279,4530,1239405989,115,4
280,3936,1172556372,115,4
281,14553,1075101206,103,1
282,6021,1351339368,72,2
283,235826,1203560567,223,3
284,1615,1565800335,4,4
285,236036,1203560567,186,3
286,2901,1160971567,103,4
287,232672,1203560567,103,3
288,32756,1308785417,230,3
289,232635,1203560567,103,4
290,3481,1160971567,230,3
291,14548,1075101206,103,3
292,232596,1203560567,103,3
293,4581,1168461049,230,4
294,5214,1239405989,4,2
295,6454,1351339368,230,3
296,11141,1366793743,230,3
297,235778,1203560567,90,4
298,15803,1075101206,187,2
299,47290,1197210433,163,4
300,233096,1203560567,163,4
301,15802,1075101206,187,2
302,10143,1063908560,25,4
303,30589,1308785417,33,4
304,235577,1203560567,90,3
305,236126,1203560567,47,4
306,3512,1160971567,187,2
307,4645,1239405989,127,5
308,5656,1239405989,187,4
309,6498,1351339368,187,2
310,6496,1351339368,187,3
311,230355,1203560567,127,4
312,5135,1239405989,157,4
313,6052,1351339368,157,4
314,233213,1203560567,236,4
315,255324,1203560567,187,3
316,5650,1351339368,223,4
317,3975,1172556372,187,4
318,4755,1239405989,223,2
319,52858,1197210433,187,3
320,3526,1172556372,223,3
321,47342,1197210433,223,4
322,255313,1203560567,187,4
323,255154,1203560567,187,3
324,245042,1203560567,152,3
325,233246,1203560567,223,4
326,233210,1203560567,223,3
327,1517,1565800335,241,2
328,232679,1203560567,223,3
329,17613,1300011741,241,5
330,5946,1351339368,241,4
331,3851,1219484576,241,4
332,240109,1203560567,112,3
333,233210,1203560567,100,3
334,241044,1203560567,142,3
335,240123,1203560567,142,4
336,232629,1203560567,100,4
337,5048,1239405989,150,4
338,241302,1203560567,204,3
339,232069,1203560567,90,3
340,21113,1199979298,47,3
341,233410,1203560567,111,4
342,4747,1239405989,111,4
343,47290,1197210433,111,4
344,5963,1351339368,56,4
345,3654,1172556372,56,4
346,232619,1203560567,111,4
347,5956,1351339368,56,4
348,15835,1197296889,56,5
349,241209,1203560567,163,5
350,5035,1239405989,163,5
351,5033,1239405989,163,5
352,1508,1565800335,163,4
353,9904,1063908560,163,4
354,17600,1300011741,163,5
355,5006,1239405989,163,2
356,9792,1063908560,112,4
357,14284,1075101206,230,3
358,9298,1063908560,230,2
359,238812,1203560567,129,2
360,2521,1387542768,218,3
361,11284,1265642153,225,3
362,16612,1001029560,116,3
363,15155,1001029560,230,4
364,14265,1075101206,236,5
365,4569,1239405989,127,3
366,227879,1203560567,127,3
367,227713,1203560567,127,3
368,46133,1197210433,112,3
369,4570,1239405989,112,4
370,14436,1197296889,112,3
371,14310,1075101206,112,5
372,226929,1203560567,33,4
373,228286,1203560567,112,4
374,228284,1203560567,112,3
375,9317,1063908560,160,3
376,228396,1203560567,160,3
377,5398,1351339368,160,3
378,4585,1239405989,111,2
379,228684,1203560567,111,3
380,7071,1351339368,89,4
381,228775,1203560567,32,3
382,228763,1203560567,32,4
383,12201,1041482399,99,4
384,5405,1351339368,32,2
385,16535,1001029560,99,4
386,14413,1197296889,254,1
387,4195,1168461049,254,4
388,9312,1063908560,115,3
389,7297,1336381049,150,3
390,228236,1203560567,115,3
391,228233,1203560567,115,4
392,228227,1203560567,115,4
393,228225,1203560567,115,4
394,227903,1203560567,58,4
395,228215,1203560567,115,4
396,228213,1203560567,115,3
397,3580,1219484576,224,2
398,5385,1351339368,157,4
399,5411,1351339368,224,3
400,227536,1203560567,157,3
401,4559,1239405989,224,3
402,5431,1351339368,197,2
403,46173,1197210433,197,2
404,228139,1203560567,204,3
405,11151,1265642153,258,3
406,228941,1203560567,257,3
407,3558,1411960688,89,5
408,14284,1075101206,89,3
409,4547,1239405989,89,3
410,229786,1203560567,152,4
411,227507,1203560567,241,2
412,5474,1351339368,152,3
413,229454,1203560567,152,3
414,4603,1239405989,152,3
415,4621,1239405989,116,4
416,4217,1168461049,116,4
417,5474,1351339368,116,3
418,229454,1203560567,116,3
419,229206,1203560567,116,3
420,5449,1351339368,116,4
421,229053,1203560567,185,4
422,5432,1351339368,185,4
423,229226,1203560567,103,4
424,4609,1239405989,255,4
425,9608,1265642153,255,4
426,229344,1203560567,255,4
427,3602,1219484576,236,4
428,229753,1203560567,236,4
429,9375,1063908560,236,5
430,14372,1075101206,236,5
431,14371,1075101206,236,5
432,229603,1203560567,236,4
433,229320,1203560567,236,4
434,229181,1203560567,236,3
435,229169,1203560567,236,2
436,45841,1197210433,90,4
437,4621,1239405989,11,4
438,229691,1203560567,11,3
439,5487,1351339368,90,4
440,2875,1160971567,90,3
441,4217,1168461049,90,3
442,5474,1351339368,90,4
443,4539,1239405989,220,4
444,4596,1239405989,90,3
445,229001,1203560567,90,4
446,229681,1203560567,53,3
447,5481,1351339368,53,2
448,17241,1300011741,53,2
449,5465,1351339368,53,2
450,20399,1199979298,53,4
451,266726,1203560567,261,0
452,56927,1197210433,231,4
453,7020,1351339368,111,4
454,272668,1203560567,89,4
455,100776,1036240821,230,3
456,11082,1265642153,90,4
457,3822,1734623470,230,4
458,16410,1001029560,99,5
459,7033,1351339368,99,5
460,6488,1239405989,99,4
461,7032,1351339368,99,4
462,7042,1351339368,116,4
463,43066,1075565753,236,3
464,6502,1189638050,236,4
465,11082,1265642153,116,4
466,16284,1001029560,235,3
467,3142,1517821202,236,4
468,2077,1565800335,251,4
469,100776,1036240821,236,3
470,276153,1203560567,236,3
471,270732,1203560567,129,2
472,62276,1038402501,236,4
473,3141,1517821202,236,3
474,7023,1351339368,227,5
475,43032,1075565753,236,3
476,7035,1351339368,219,4
477,7020,1351339368,112,4
478,5926,1338225966,236,3
479,7432,1336381049,236,3
480,61011,1003921752,236,4
481,20288,1197296889,236,3
482,19378,1197296889,157,3
483,2187,1565800335,265,2
484,233197,1050820672,265,2
485,62339,1038402501,265,2
486,233188,1050820672,265,2
487,276322,1203560567,265,2
488,5389,1480922328,265,4
489,6763,1239405989,271,4
490,6459,1239405989,160,2
491,6760,1239405989,271,4
492,18982,1300011741,271,5
493,19496,1197296889,163,5
494,58455,1197210433,261,3
495,276089,1203560567,261,3
496,4509,1172556372,25,3
497,7437,1336381049,227,4
498,58374,1197210433,25,3
499,57277,1197210433,163,5
500,275842,1203560567,25,3
501,16718,1075101206,163,3
502,275800,1203560567,25,4
503,1,0,25,3
504,6461,1239405989,163,4
505,11036,1265642153,163,4
506,32301,1006112008,241,3
507,4,1,26,4
508,0,0,26,3
509,58377,1197210433,25,3
510,275825,1203560567,58,4
511,6765,1239405989,72,4
512,6513,1239405989,89,3
513,232622,1101170442,74,4
514,19470,1197296889,89,3
515,233054,1050820672,74,4
516,276239,1203560567,74,4
517,233016,1050820672,74,4
518,232597,1101170442,74,4
519,276159,1203560567,74,4
520,10795,1373518643,88,3
521,10784,1373518643,88,3
522,2174,1565800335,88,2
523,4759,1418181070,89,4
524,43048,1075565753,89,3
525,43032,1075565753,89,3
526,42993,1075565753,89,3
527,57238,1197210433,230,4
528,232546,1101170442,100,3
529,4755,1168461049,230,4
530,276029,1203560567,100,4
531,16704,1075101206,127,4
532,271104,1203560567,127,4
533,7176,1351339368,100,4
534,4817,1168461049,111,4
535,43032,1075565753,111,3
536,16820,1001029560,111,5
537,100722,1036240821,111,3
538,17462,1347079925,111,2
539,266969,1203560567,261,0
540,4702,1419787159,111,3
541,17446,1347079925,111,4
542,4065,1160971567,112,3
543,43048,1075565753,112,3
544,43007,1075565753,112,3
545,7586,1498564557,112,1
546,42993,1075565753,112,3
547,3823,1160971567,261,0
548,7023,1351339368,231,4
549,3,0,115,2
550,271941,1203560567,56,4
551,233846,1203560567,175,3
552,3339,1124914483,186,3
553,14879,1271795466,186,3
554,17491,1300011741,186,5
555,237031,1203560567,186,3
556,5810,1351339368,186,3
557,6269,1239405989,32,3
558,6919,1351339368,32,3
559,10060,1265642153,52,3
560,236828,1203560567,231,3
561,237384,1203560567,231,3
562,1325,1252550556,231,4
563,4891,1239405989,231,3
564,9752,1063908560,47,4
565,14901,1271795466,47,3
566,4334,1168461049,47,4
567,9726,1063908560,47,5
568,13559,1347079925,47,3
569,236675,1203560567,227,4
570,9694,1063908560,227,3
571,236435,1203560567,227,3
572,236429,1203560567,227,3
573,4860,1239405989,227,2
574,231873,1203560567,90,4
575,266891,1203560567,61,4
576,4684,1239405989,152,4
577,244667,1203560567,230,3
578,5588,1351339368,36,4
579,244666,1203560567,230,4
580,4708,1239405989,36,3
581,232468,1203560567,36,2
582,10334,1366793743,225,4
583,232214,1203560567,36,3
584,3701,1325345355,230,3
585,32979,1075565753,230,3
586,5974,1336381049,230,4
587,2382,1387542768,241,3
588,6903,1215658351,241,3
589,37629,1136626166,7,3
590,5566,1351339368,241,4
591,244258,1203560567,235,4
592,5563,1351339368,241,4
593,232111,1203560567,241,3
594,9482,1063908560,241,4
595,47003,1197210433,241,4
596,244297,1203560567,142,4
597,6052,1351339368,90,4
598,4714,1239405989,103,4
599,5093,1239405989,24,3
600,232178,1203560567,103,3
601,2890,1160971567,103,3
602,244346,1203560567,150,4
603,4695,1239405989,103,3
604,232112,1203560567,103,3
605,14055,1001029560,163,5
606,232110,1203560567,103,4
607,52021,1038402501,11,4
608,3180,1160971567,215,4
609,9215,1370203419,103,3
610,9474,1063908560,103,4
611,231892,1203560567,103,4
612,46914,1197210433,103,4
613,231649,1203560567,103,3
614,42090,1075565753,11,3
615,1649,1252550556,11,2
616,14488,1075101206,163,4
617,14484,1075101206,163,4
618,232498,1203560567,47,4
619,2091,1565800335,163,4
620,232004,1203560567,47,4
621,231966,1203560567,47,4
622,14487,1075101206,47,4
623,4685,1189638050,115,4
624,243570,1203560567,99,3
625,37999,1136626166,236,2
626,5566,1351339368,236,3
627,5560,1351339368,236,3
628,46043,1125172232,236,4
629,244360,1203560567,236,4
630,3701,1325345355,236,4
631,232427,1203560567,223,4
632,232426,1203560567,223,4
633,232363,1203560567,223,4
634,232170,1203560567,223,4
635,232165,1203560567,223,4
636,5540,1351339368,223,4
637,5588,1351339368,150,4
638,4716,1239405989,150,4
639,14547,1075101206,150,3
640,4709,1239405989,150,4
641,232518,1203560567,150,4
642,232505,1203560567,150,4
643,228261,1203560567,254,3
644,4856,1239405989,220,3
645,18545,1300011741,150,5
646,2974,1160971567,220,3
647,243960,1203560567,186,2
648,243672,1203560567,186,4
649,14297,1075101206,115,3
650,243485,1203560567,186,3
651,243384,1203560567,186,3
652,236019,1203560567,184,4
653,4585,1239405989,197,2
654,235497,1203560567,184,4
655,235489,1203560567,184,4
656,5754,1351339368,4,4
657,242507,1203560567,223,4
658,15501,1197296889,52,5
659,48077,1197210433,52,5
660,48076,1197210433,52,2
661,5777,1351339368,52,3
662,37671,1136626166,186,2
663,236029,1203560567,52,2
664,243009,1203560567,61,4
665,236506,1203560567,241,4
666,30416,1308785417,157,3
667,242569,1203560567,7,4
668,12266,1366793743,271,4
669,243694,1203560567,157,3
670,6051,1351339368,157,5
671,243553,1203560567,157,3
672,5129,1239405989,157,5
673,10040,1063908560,157,4
674,48124,1197210433,241,3
675,4899,1338225966,157,4
676,14737,1075101206,241,3
677,49723,1197210433,24,4
678,5120,1239405989,157,4
679,14729,1075101206,241,3
680,3457,1172556372,255,4
681,236198,1203560567,241,3
682,18870,1300011741,223,5
683,235964,1203560567,241,3
684,47981,1197210433,241,3
685,235961,1203560567,241,3
686,235826,1203560567,241,3
687,242325,1203560567,4,2
688,9659,1063908560,241,4
689,14027,1001029560,220,4
690,17722,1300011741,220,5
691,10047,1063908560,220,2
692,3454,1172556372,236,4
693,13914,1001029560,25,4
694,244019,1203560567,53,3
695,3586,1172556372,230,4
696,243961,1203560567,53,3
697,6062,1351339368,53,3
698,243894,1203560567,53,3
699,2997,1160971567,230,4
700,4871,1239405989,230,4
701,6575,1239405989,266,4
702,48134,1197210433,230,4
703,4870,1239405989,230,3
704,14737,1075101206,230,3
705,5449,1351339368,90,4
706,9882,1265642153,230,3
707,13514,1001029560,230,3
708,9686,1063908560,230,3
709,236281,1203560567,230,4
710,244342,1203560567,185,4
711,3453,1172556372,53,2
712,35921,1136626166,230,3
713,6047,1351339368,72,4
714,235871,1203560567,230,4
715,17446,1300011741,230,5
716,5769,1351339368,230,3
717,15094,1075101206,218,3
718,5142,1239405989,72,4
719,13488,1001029560,230,3
720,14013,1001029560,72,5
721,2232,1131897537,230,4
722,35854,1136626166,230,3
723,5759,1351339368,230,4
724,5757,1351339368,230,4
725,242295,1203560567,61,2
726,49834,1197210433,90,3
727,49825,1197210433,90,4
728,4310,1168461049,230,4
729,229546,1203560567,230,4
730,6000,1498564557,230,3
731,9638,1063908560,230,4
732,235384,1203560567,230,4
733,14735,1075101206,71,4
734,236019,1203560567,71,4
735,235781,1203560567,71,3
736,243288,1203560567,90,3
737,235497,1203560567,71,4
738,235489,1203560567,71,4
739,9693,1063908560,127,5
740,235961,1203560567,127,3
741,4867,1239405989,72,2
742,236291,1203560567,72,4
743,229019,1203560567,204,3
744,241684,1203560567,53,3
745,235826,1203560567,72,3
746,2907,1305577140,90,3
747,9369,1063908560,228,4
748,235961,1203560567,215,3
749,9518,1366793743,228,3
750,16824,1001029560,142,3
751,271241,1203560567,4,3
752,7019,1351339368,4,5
753,20238,1197296889,142,5
754,275946,1203560567,142,3
755,48576,1136626166,7,3
756,56952,1197210433,25,3
757,7176,1351339368,142,4
758,7039,1351339368,152,4
759,8464,1215658351,152,4
760,43066,1075565753,160,3
761,2738,1131897537,160,4
762,19501,1197296889,251,4
763,19003,1300011741,160,4
764,16708,1075101206,251,5
765,16824,1001029560,160,3
766,273125,1203560567,230,2
767,56949,1197210433,251,4
768,43032,1075565753,160,3
769,271755,1203560567,61,4
770,16319,1001029560,61,4
771,271601,1203560567,219,4
772,19000,1300011741,160,1
773,276052,1203560567,160,3
774,43007,1075565753,160,3
775,4397,1172556372,219,4
776,42973,1075565753,160,3
777,7029,1351339368,157,3
778,7028,1351339368,157,3
779,58396,1197210433,160,3
780,16801,1001029560,160,3
781,6763,1239405989,160,4
782,0,0,160,3
783,57199,1197210433,220,4
784,16820,1001029560,163,5
785,16697,1075101206,220,3
786,6999,1351339368,220,5
787,39317,1308785417,175,4
788,17474,1347079925,175,4
789,16824,1001029560,175,3
790,58456,1197210433,175,3
791,276070,1203560567,175,3
792,58444,1197210433,175,3
793,16814,1001029560,175,4
794,16812,1001029560,175,4
795,6775,1239405989,185,4
796,58464,1197210433,185,4
797,7031,1351339368,111,3
798,7021,1351339368,111,4
799,276106,1203560567,185,4
800,100722,1036240821,185,3
801,270568,1203560567,111,3
802,7042,1351339368,90,4
803,7039,1351339368,90,4
804,16802,1001029560,185,3
805,7574,1498564557,185,1
806,7041,1351339368,89,4
807,57193,1197210433,89,2
808,275888,1203560567,186,4
809,48742,1136626166,187,4
810,271045,1203560567,90,4
811,6771,1239405989,187,4
812,4065,1160971567,199,3
813,276322,1203560567,199,2
814,16837,1001029560,199,3
815,6575,1239405989,236,4
816,18991,1300011741,199,4
817,16800,1001029560,199,3
818,4050,1160971567,199,4
819,6762,1239405989,199,5
820,4506,1172556372,199,4
821,275830,1203560567,209,4
822,16833,1001029560,219,3
823,5380,1239405989,22,2
824,6521,1239405989,230,3
825,18831,1300011741,103,5
826,47223,1125172232,230,4
827,7192,1336381049,230,4
828,16739,1075101206,230,3
829,7181,1336381049,230,4
830,7023,1351339368,230,5
831,7022,1351339368,230,3
832,0,0,223,3
833,16697,1075101206,127,3
834,2,0,223,2
835,56879,1197210433,127,5
836,270234,1203560567,127,4
837,275955,1203560567,224,4
838,16827,1001029560,227,4
839,271511,1203560567,129,4
840,3726,1354964541,24,2
841,18997,1300011741,227,5
842,275898,1203560567,227,4
843,2730,1131897537,227,4
844,48860,1136626166,258,4
845,7205,1351339368,273,4
846,16741,1075101206,56,4
847,271499,1203560567,56,4
848,16722,1075101206,56,4
849,4374,1124914483,273,4
850,276843,1203560567,273,4
851,7207,1351339368,218,2
852,6174,1239405989,112,2
853,4756,1168461049,251,4
854,6171,1239405989,112,3
855,6860,1351339368,112,3
856,7014,1351339368,251,4
857,6167,1239405989,112,4
858,265283,1203560567,112,3
859,4256,1172556372,112,4
860,55401,1197210433,112,4
861,11881,1063908560,4,3
862,265074,1203560567,142,2
863,55425,1197210433,150,2
864,44419,1136626166,150,3
865,7029,1351339368,220,4
866,1955,1565800335,150,3
867,265029,1203560567,47,2
868,265007,1203560567,47,4
869,6151,1239405989,47,3
870,6190,1239405989,160,4
871,265610,1203560567,160,4
872,265410,1203560567,160,4
873,55380,1197210433,163,5
874,15808,1001029560,225,4
875,16394,1075101206,225,3
876,265529,1203560567,225,4
877,265419,1203560567,175,4
878,265350,1203560567,175,4
879,265175,1203560567,175,4
880,6445,1239405989,127,4
881,270403,1203560567,127,4
882,13652,1557052991,111,4
883,58823,1197210433,111,3
884,271822,1203560567,56,4
885,6521,1239405989,223,4
886,7033,1351339368,223,3
887,16749,1075101206,236,2
888,6251,1239405989,261,0
889,18634,1300011741,25,5
890,3831,1160971567,25,4
891,16503,1075101206,33,4
892,55778,1197210433,218,3
893,267238,1203560567,61,4
894,55880,1197210433,227,4
895,266718,1203560567,227,4
896,266560,1203560567,58,4
897,4876,1219484576,185,3
898,6911,1351339368,185,4
899,55862,1197210433,185,4
900,266865,1203560567,185,4
901,16466,1075101206,185,3
902,6265,1239405989,111,3
903,18623,1300011741,111,5
904,6253,1239405989,111,4
905,6925,1351339368,89,3
906,16500,1075101206,89,4
907,15980,1001029560,99,4
908,4872,1219484576,116,4
909,1998,1565800335,116,2
910,266877,1203560567,116,4
911,6789,1239405989,218,3
912,3447,1172556372,150,4
913,14499,1197296889,150,3
914,4424,1419787159,115,4
915,5625,1351339368,220,4
916,6080,1351339368,230,4
917,5182,1239405989,230,4
918,34018,1136626166,230,3
919,4568,1189638050,230,3
920,3727,1172556372,230,4
921,9369,1063908560,235,4
922,229047,1203560567,204,3
923,46259,1197210433,204,3
924,14544,1197296889,204,3
925,46244,1197210433,204,4
926,6002,1498564557,228,3
927,34032,1136626166,228,3
928,45357,1125172232,228,3
929,34031,1136626166,228,3
930,273075,1203560567,7,4
931,9506,1366793743,228,3
932,229303,1203560567,228,3
933,4568,1189638050,228,3
934,244657,1203560567,230,4
935,6875,1351339368,142,3
936,3547,1219484576,53,3
937,6082,1351339368,127,4
938,9442,1557052991,127,2
939,3728,1172556372,127,2
940,226422,1203560567,53,2
941,3400,1172556372,53,4
942,45678,1197210433,53,4
943,3511,1124914483,241,3
944,17743,1300011741,241,5
945,2835,1160971567,53,3
946,5407,1480181440,53,3
947,57701,1197210433,61,4
948,12838,1001029560,53,3
949,10509,1366793743,228,3
950,3392,1411960688,11,3
951,244873,1203560567,228,3
952,17131,1300011741,11,5
953,225966,1203560567,223,2
954,225737,1203560567,223,3
955,50094,1197210433,129,4
956,5191,1239405989,209,2
957,226494,1203560567,236,4
958,226393,1203560567,236,2
959,3734,1172556372,209,2
960,50134,1197210433,209,2
961,244801,1203560567,209,2
962,2132,1131897537,230,3
963,244557,1203560567,209,3
964,30477,1308785417,209,3
965,4160,1168461049,230,4
966,33205,1136626166,230,3
967,244961,1203560567,112,4
968,5174,1239405989,112,3
969,17138,1300011741,255,5
970,226045,1203560567,255,3
971,226030,1203560567,255,4
972,5203,1239405989,56,3
973,5344,1351339368,227,3
974,4504,1239405989,227,3
975,6093,1351339368,56,3
976,6088,1351339368,56,3
977,5200,1239405989,56,3
978,50177,1197210433,56,3
979,50175,1197210433,56,2
980,244915,1203560567,56,3
981,30550,1308785417,56,2
982,5174,1239405989,56,3
983,20207,1199979298,72,4
984,245017,1203560567,255,4
985,1287,1172929577,115,3
986,245000,1203560567,255,4
987,4486,1239405989,115,3
988,244967,1203560567,255,4
989,226715,1203560567,32,2
990,50149,1197210433,255,2
991,244827,1203560567,255,2
992,244653,1203560567,255,3
993,5177,1239405989,255,4
994,3722,1172556372,255,4
995,30465,1308785417,255,3
996,244459,1203560567,255,4
997,272699,1203560567,112,4
